"duration","ResponseId","age","gender","race","edu","attention_check","pids_1","pids_2","pids_3","pids_4","ideology","interest","ft_rep_sup","ft_dem_sup","ft_rep","ft_dem","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_neonazi","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3","trait_4R","trait_5R","trait_6R","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","partisanship","condition"
499,"R_3etsLCzJAjE06s5",35,0,4,5,2,7,6,7,4,5,7,2,100,0,100,90,1,100,100,0,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,2,3,2,2,3,"Democrat","ANGW"
352,"R_2t9Zx8PIeEIwv4s",40,0,3,6,2,6,6,6,5,9,5,79,18,94,12,12,78,81,72,36,6,6,5,5,5,6,6,6,5,6,7,6,6,3,4,4,4,5,4,1,"Republican","HappyW"
299,"R_1i97nBW0mURHnmI",21,0,4,5,2,6,5,6,7,10,7,37,89,33,100,80,100,77,79,0,5,5,4,5,6,6,5,3,5,3,5,5,3,5,4,4,5,5,4,3,"Democrat","ANGW"
1882,"R_8cWn8fcPe6Hb2Mx",35,0,6,6,2,7,7,7,7,8,6,21,72,40,61,61,44,50,74,0,6,5,6,6,6,5,5,6,5,5,5,6,6,3,3,3,3,2,3,1,"Democrat","ControlW"
221,"R_22PTqdKQvTSrYhn",35,0,3,5,2,5,4,4,5,7,4,56,55,56,54,57,55,57,61,56,5,4,5,4,5,4,5,4,5,5,4,4,4,4,3,4,4,3,3,1,"Democrat","ANXW"
473,"R_1ey3Ht41CgDdtWC",35,0,2,6,2,7,7,7,6,10,7,98,98,91,91,96,91,100,85,89,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,"Democrat","HappyW"
665,"R_OJYYLXtXKz9LcLn",30,0,3,5,2,6,6,6,6,0,7,0,100,0,100,100,0,100,100,0,1,1,1,1,1,1,1,1,1,4,6,7,6,1,1,3,1,1,3,1,"Democrat","ControlW"
270,"R_2DRHkvx0Ig7oGC1",34,0,3,6,2,5,4,5,3,7,3,74,71,70,40,46,75,60,36,32,4,3,3,4,3,4,3,3,3,4,5,5,4,3,4,2,3,3,2,1,"Republican","ANGW"
991,"R_3peR3eMCiCBNV8F",44,0,5,6,2,5,5,5,5,6,4,66,9,80,61,28,53,76,58,43,5,5,5,5,6,5,5,5,5,5,4,5,3,2,1,4,1,1,1,1,"Republican","HappyW"
214,"R_3khvuGl4kqxwUVV",33,0,6,6,2,6,6,6,5,9,6,88,96,50,82,73,69,73,91,70,5,5,5,5,5,6,6,5,6,5,6,6,7,4,5,4,5,4,4,2,"Democrat","ControlW"
361,"R_tLo4HlZoGI3SiU9",32,0,3,7,2,7,6,7,7,9,7,87,25,89,30,16,83,51,1,38,3,2,3,4,3,1,4,1,4,2,7,5,5,3,1,2,1,4,1,1,"Republican","ANXW"
267,"R_Urw7eIs6mlHnDNf",36,0,3,7,2,4,3,4,1,2,6,11,67,5,67,84,37,70,59,5,4,2,3,4,5,5,5,4,2,3,7,6,6,2,3,3,3,3,4,1,"Democrat","ANGW"
1070,"R_W35tfxK7U7f4ye5",35,0,3,7,2,1,1,1,1,0,6,0,100,0,90,100,0,95,100,0,7,7,7,7,7,7,7,7,7,7,4,1,1,1,1,1,1,2,1,1,"Republican","ANXW"
799,"R_2EaCYtvlaLeX9me",41,0,4,6,2,7,7,7,4,4,7,10,100,0,50,40,20,35,60,0,2,2,4,5,4,3,5,1,1,2,6,7,6,3,1,2,4,4,2,1,"Democrat","ControlW"
406,"R_2rZVUrBYNvpdljE",22,0,4,5,2,6,6,6,2,7,2,42,95,26,91,51,11,64,52,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,1,"Democrat","HappyW"
497,"R_CaDJtY0QTFyl8Sl",43,0,5,5,2,5,4,4,4,1,7,0,70,0,73,80,0,70,51,0,2,2,3,2,4,4,4,2,2,3,6,5,4,4,2,2,1,2,1,1,"Democrat","ControlW"
942,"R_3NCX5EzNEmKOGLg",40,0,4,3,2,6,6,6,6,0,7,0,100,0,100,100,0,100,100,0,1,1,1,1,1,1,1,5,5,5,7,7,7,4,1,4,1,4,4,1,"Democrat","HappyW"
360,"R_3s4HHjA57vaaSBf",25,0,3,6,2,6,5,6,6,2,5,41,76,24,71,62,40,78,51,0,4,4,4,4,3,3,3,5,4,4,5,4,4,3,3,4,3,4,3,1,"Democrat","ANXW"
324,"R_erDMK9xl95cfqr7",32,0,4,3,2,7,5,5,6,9,6,4,98,99,82,71,69,66,75,8,1,1,1,1,5,5,7,7,7,6,1,1,1,5,3,3,3,3,4,1,"Democrat","ANGW"
600,"R_8zYzzOLrmGbTX33",43,0,3,7,2,5,5,5,5,4,1,0,90,0,90,90,0,70,70,0,2,2,2,2,5,5,5,2,2,2,6,6,6,5,3,2,3,3,2,1,"Democrat","HappyW"
353,"R_UatfqEqRK4MHsIx",35,0,4,5,2,7,7,7,7,5,1,49,100,50,100,100,48,100,100,0,4,4,4,4,7,7,7,7,7,7,1,1,1,3,3,3,3,3,3,3,"Democrat","ANGW"
471,"R_1MTg2gHWJ9wGGEz",38,0,3,6,2,5,5,3,2,7,5,10,25,25,60,40,51,70,40,0,3,5,4,4,7,7,7,5,5,4,6,2,4,4,1,1,1,1,1,1,"Republican","ANXW"
304,"R_AEyPB8V0dxuQQKd",40,0,4,7,2,5,6,6,5,5,3,35,66,35,66,51,42,52,39,8,3,3,4,3,4,4,4,3,4,4,4,4,4,3,3,3,3,3,2,3,"Democrat","ControlW"
1448,"R_bI73PRjoHExZY6l",79,0,6,7,2,5,3,6,5,5,4,61,75,62,79,61,62,76,76,31,6,6,6,6,7,7,6,6,6,6,2,2,2,1,1,1,3,1,2,3,"Democrat","ANXW"
1741,"R_3oGa8A8Tm28J5kJ",36,0,6,7,2,7,7,6,6,8,6,57,88,32,100,71,55,79,66,0,4,3,4,4,4,6,4,6,5,6,3,4,5,4,3,3,3,4,5,1,"Democrat","HappyW"
306,"R_SV066z3f1Ob3Irf",41,0,4,5,2,6,6,2,5,7,5,70,90,76,63,81,59,81,70,80,5,6,6,5,6,6,5,1,2,2,7,7,7,4,2,4,2,4,2,2,"Democrat","ANXW"
1972,"R_3O7msVc0nqMQE8C",39,0,5,5,2,7,4,6,6,0,2,0,87,0,90,82,0,73,73,0,4,4,4,4,5,3,4,5,4,4,7,6,5,2,1,1,1,1,1,1,"Democrat","HappyW"
275,"R_1CDcZQ4U12Ugl7c",28,0,5,6,2,5,5,6,6,9,6,83,80,74,86,67,79,85,71,60,6,7,6,6,6,6,5,7,5,7,7,5,4,5,4,5,5,5,4,2,"Democrat","ANGW"
275,"R_3qTNDvlGD4iBv4b",52,1,6,3,2,7,7,7,4,8,7,12,100,9,100,14,12,12,8,5,4,4,4,4,7,7,7,4,4,4,4,4,4,1,1,1,1,1,1,3,"Democrat","ControlW"
609,"R_2dWO27hxeOUCuBM",42,0,4,3,2,7,2,7,6,0,7,0,100,0,100,100,44,100,100,0,2,2,2,2,6,6,6,2,2,2,7,7,6,1,1,1,1,1,1,1,"Democrat","ANXW"
367,"R_tYS7R0I8QSn6kaB",56,0,6,3,2,7,7,7,7,10,7,100,100,100,100,100,100,100,100,100,7,7,7,7,7,7,7,4,4,4,4,4,4,1,1,1,5,5,1,5,"Republican","HappyW"
443,"R_30emMsnpalc9NjK",59,1,6,5,2,5,6,4,3,8,6,92,11,89,9,16,86,49,9,0,1,1,1,1,3,4,6,4,5,2,5,6,6,5,5,4,1,3,4,1,"Republican","ControlW"
174,"R_C8Hi4RpvXI3MB5D",48,0,6,3,2,6,7,6,7,10,4,92,99,93,91,99,100,92,94,99,7,7,6,6,7,7,6,7,7,6,6,6,7,4,5,5,5,4,4,1,"Republican","ControlW"
432,"R_sF19O1gJk2TStAR",45,0,6,3,2,6,5,4,6,5,7,0,51,0,51,38,0,100,51,0,1,1,1,1,2,3,1,1,1,1,7,7,7,5,1,3,1,5,2,1,"Democrat","ANGW"
565,"R_1f6JP0iwdxiWg32",60,0,6,3,2,6,6,6,6,8,4,51,0,51,0,51,51,51,31,29,4,4,4,4,4,4,4,4,2,3,5,5,3,3,3,3,3,3,3,1,"Republican","ANXW"
649,"R_SAyDGD197S9qish",50,1,5,3,2,6,2,5,5,8,1,57,26,60,19,58,54,63,43,22,2,3,4,4,5,5,5,5,3,3,6,4,4,4,3,4,3,4,3,1,"Republican","HappyW"
570,"R_1IARP2IMYp7PPbC",69,1,6,3,2,2,1,2,3,5,5,92,36,92,11,7,72,63,44,4,6,6,6,6,6,6,6,6,5,6,2,2,2,3,5,3,4,2,3,1,"Democrat","ANXW"
698,"R_22WTGm828JCDTsn",37,1,6,3,2,7,7,7,7,0,4,30,100,29,100,100,52,47,7,2,1,1,4,4,5,4,1,2,4,2,4,5,6,3,4,3,1,1,3,3,"Democrat","ANGW"
421,"R_1ClMcYsO4sCKYGX",27,1,4,3,2,7,6,7,7,9,7,30,68,58,95,59,100,90,91,88,2,3,4,2,7,7,6,7,7,7,2,1,1,2,3,3,3,4,2,4,"Democrat","ControlW"
534,"R_2aJmxEFpwLemOER",56,1,6,3,2,6,6,6,4,10,4,85,0,83,0,9,91,7,0,0,1,1,1,1,3,3,3,1,1,1,7,7,7,2,5,1,5,2,1,3,"Republican","HappyW"
300,"R_3JwR6RaNNHFc03P",49,1,6,3,2,6,6,6,6,9,4,85,34,52,0,54,54,28,52,0,2,2,2,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Republican","ANXW"
776,"R_1gwnQznOs6InAew",74,1,3,3,2,6,4,6,2,5,4,2,76,10,79,78,48,53,10,1,3,4,3,6,4,4,4,4,1,3,7,5,5,1,1,1,1,1,1,4,"Democrat","ControlW"
509,"R_1pJoQQaNoLvOtlc",60,1,5,3,2,6,6,6,6,5,4,0,100,0,100,62,62,80,100,0,1,1,1,1,1,1,1,4,1,1,7,7,7,4,3,4,4,4,3,3,"Democrat","ANXW"
484,"R_1iq7enuI52NU51c",70,1,4,3,2,7,7,7,4,4,7,0,100,0,100,100,11,51,51,0,1,1,1,1,7,7,7,1,1,1,1,1,1,1,3,1,3,1,1,2,"Democrat","ANGW"
186,"R_31RSYPYlHQ5jVyv",35,0,6,3,2,7,7,7,7,10,7,100,100,100,100,100,100,100,100,100,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,1,"Democrat","ControlW"
619,"R_6XbBGfiBHR1s2Dn",65,0,6,3,2,7,6,7,7,10,7,94,2,99,1,0,96,53,5,0,2,1,2,2,3,5,4,4,1,1,7,6,7,4,4,1,5,2,1,1,"Republican","ANGW"
501,"R_25H1ndyj6kolAFr",54,1,6,5,2,6,6,6,2,10,3,66,36,77,0,0,91,49,12,0,4,4,4,6,5,5,5,4,4,4,4,4,4,4,3,3,3,4,2,1,"Republican","ControlW"
318,"R_tMRKMUQBRAWYZyN",23,0,6,3,2,7,7,7,7,5,7,0,100,0,100,41,38,100,0,59,1,1,1,1,1,1,1,7,1,1,7,7,7,1,1,1,1,1,1,1,"Democrat","ANXW"
440,"R_3HBSVi5jH3ZFAeg",56,1,6,3,2,6,5,6,3,4,4,62,40,79,39,39,58,48,38,46,5,5,5,5,4,4,4,4,2,4,6,5,4,3,2,4,3,3,3,3,"Republican","ControlW"
913,"R_12b4qlvAiv6JtHn",49,1,6,3,2,5,5,5,2,5,3,0,30,0,30,60,40,60,50,0,2,1,4,4,7,7,7,4,2,3,5,4,4,4,1,4,4,3,4,1,"Democrat","ANXW"
190,"R_3ozpQFGkL02kzor",37,1,6,3,2,5,6,3,3,8,5,33,39,39,34,32,34,59,62,41,5,5,5,5,4,5,5,5,5,5,5,5,5,2,2,2,3,4,4,2,"Democrat","HappyW"
288,"R_3m9Jt0tC4eZkClS",43,1,6,3,2,7,7,7,7,10,4,2,100,0,84,83,84,61,85,60,4,4,4,4,7,7,7,7,7,7,7,4,4,5,5,5,5,5,5,3,"Democrat","ControlW"
773,"R_2bPP4Ql7hVDT0Kh",39,1,6,3,2,7,3,7,2,8,1,83,0,96,0,0,75,0,0,0,1,1,1,1,4,4,4,1,1,1,7,7,4,3,3,4,3,4,4,1,"Republican","HappyW"
456,"R_3Mh9NPzG3DZuX7n",84,1,6,3,2,6,5,6,5,5,5,30,79,37,80,41,64,43,62,0,5,5,5,5,4,4,4,5,3,4,5,4,3,2,3,2,4,4,1,3,"Democrat","HappyW"
580,"R_1M4jNudYnEBQtNe",59,0,6,3,2,7,6,7,6,3,7,33,76,11,91,80,35,64,75,1,6,5,6,5,5,6,6,6,3,5,5,3,4,2,1,3,1,1,3,1,"Democrat","ANXW"
501,"R_2aVVCBeKU2tiTQ1",55,1,6,2,2,6,6,6,2,6,4,95,41,81,22,66,72,71,68,2,1,1,1,1,6,7,6,4,2,2,2,4,2,3,1,2,3,4,1,1,"Republican","ANGW"
619,"R_3lxJb9iOGPB0RXw",67,1,6,5,2,7,7,7,7,10,7,95,5,100,6,14,89,39,31,0,2,2,4,2,4,4,4,4,4,4,2,4,4,2,3,2,3,3,2,1,"Republican","ANGW"
385,"R_2uX9MqiIZi8r00U",59,0,6,3,2,5,5,4,2,5,2,51,51,51,51,63,51,51,51,0,5,5,5,5,6,6,6,5,5,5,3,3,3,2,2,2,2,2,2,3,"Republican","ANXW"
493,"R_2TGDgUVhDAwLOvJ",62,1,5,5,2,6,2,6,1,5,7,15,92,13,91,65,66,94,93,1,5,5,5,7,6,6,6,6,2,5,7,6,6,5,1,4,1,5,4,1,"Democrat","ANXW"
718,"R_2SfpHxSqgslSm7h",68,1,6,3,2,7,7,7,7,10,6,100,0,100,19,18,100,56,57,0,4,4,5,3,4,5,5,6,2,5,7,4,3,2,3,1,4,1,1,1,"Republican","HappyW"
569,"R_331LDAQfiJ71nXU",75,1,6,3,2,5,5,4,3,5,4,51,80,56,79,73,73,82,89,0,6,6,6,6,7,7,7,5,3,5,4,2,2,3,2,2,1,4,2,1,"Democrat","ANXW"
513,"R_3nNOxrKnIkP810l",47,1,6,3,2,7,7,7,5,4,6,21,100,17,100,79,32,56,58,0,4,6,4,4,4,5,5,6,1,3,6,6,5,1,1,1,1,1,1,1,"Democrat","ANXW"
504,"R_2ZDHMtsU9HylyrI",68,0,6,3,2,6,4,5,4,3,4,19,74,28,73,76,37,61,61,9,5,5,5,5,5,5,4,3,3,4,3,4,4,2,1,1,1,4,1,2,"Democrat","HappyW"
730,"R_21ythMk25ZRi07o",60,1,6,3,2,5,4,4,4,5,5,51,49,51,42,51,51,43,51,20,4,4,4,4,4,4,4,3,3,4,5,3,4,4,4,3,4,4,2,3,"Republican","ANGW"
1168,"R_3scACZd9jcpHWF2",40,1,6,3,2,7,6,7,5,0,4,17,76,15,75,78,35,27,75,0,2,2,4,2,4,4,4,4,3,4,5,4,4,4,1,3,2,1,3,4,"Democrat","ANXW"
1157,"R_1z9TDDdhsDXP8zf",63,1,6,6,2,6,6,6,2,0,4,22,100,19,100,100,64,100,100,0,6,6,6,6,6,4,4,7,7,7,4,2,2,3,1,3,1,1,3,1,"Democrat","ANGW"
899,"R_22S24ye1AiR7Xcf",71,1,6,3,2,7,4,7,6,10,7,100,0,90,0,0,100,51,21,0,1,1,1,1,6,5,6,4,1,1,7,7,7,5,5,1,5,2,1,1,"Republican","HappyW"
1185,"R_2uHEuqSJutAGicd",63,1,6,3,2,7,7,7,5,6,7,33,91,16,72,56,59,100,62,8,3,1,5,3,4,4,4,6,3,4,5,5,3,3,1,1,1,4,1,4,"Democrat","ANGW"
487,"R_3PNxe0klQ2JhJan",66,0,6,3,2,5,5,6,2,5,7,1,75,0,94,66,42,73,63,0,3,3,5,3,5,5,5,3,1,3,7,6,6,3,1,1,1,4,1,3,"Democrat","HappyW"
439,"R_3IahvMuS5lGwCVG",30,1,6,3,2,6,6,5,5,7,5,66,51,62,45,51,64,63,51,33,5,5,5,5,5,5,5,6,5,5,4,4,3,3,2,3,3,3,3,1,"Republican","ANGW"
338,"R_3snOoLHOVX1VU0P",60,1,6,3,2,7,7,7,7,5,4,0,100,0,100,52,53,52,53,48,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,1,"Democrat","ANGW"
626,"R_O9FuT7JJ9NIFpg5",60,1,6,3,2,7,7,7,7,10,5,100,0,100,0,0,100,3,10,0,2,2,2,2,4,4,4,4,2,4,5,4,4,4,4,5,4,5,4,4,"Republican","ANGW"
1065,"R_1Pe0SjVfNXDt7CQ",64,1,6,3,2,6,6,6,2,5,5,100,0,100,13,0,100,30,0,0,5,5,5,5,7,7,7,5,4,5,4,4,4,4,5,3,4,4,3,1,"Republican","HappyW"
864,"R_1FhVdmPfogr1qHw",70,1,6,3,2,5,5,5,7,9,6,85,10,85,0,25,90,75,10,0,4,4,5,4,2,3,4,4,1,3,7,3,3,2,3,2,4,2,3,1,"Republican","ANGW"
507,"R_248mZY3PtzhD5oD",62,1,6,3,2,6,6,6,4,10,4,64,41,61,41,29,68,62,47,38,3,1,4,7,1,4,1,4,3,3,5,4,4,1,2,2,5,4,2,1,"Republican","HappyW"
694,"R_2U4Ss7oX259dsxs",56,1,4,5,2,7,7,7,4,5,7,32,93,24,95,81,55,88,74,0,5,5,5,5,4,4,5,5,3,4,3,3,3,1,1,1,1,2,1,1,"Democrat","HappyW"
806,"R_SBEp3Igo29N6tzP",63,1,6,3,2,5,5,5,4,10,3,80,15,88,16,16,86,51,51,19,3,4,4,4,5,5,5,5,3,4,6,5,4,3,2,3,5,3,2,1,"Republican","ANGW"
149,"R_2qgFoexbZewEUlq",33,1,4,3,2,4,4,4,4,4,2,51,51,51,51,53,53,51,51,51,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,"Democrat","ControlW"
506,"R_DTXM1rlzOPOhM9X",79,1,6,3,2,6,4,6,2,5,4,0,82,0,81,81,25,55,41,0,5,5,4,4,4,4,4,5,2,4,6,4,4,4,1,1,1,3,1,1,"Democrat","ANGW"
518,"R_1LI62OAglMW22Au",69,0,6,3,2,6,6,6,4,7,4,85,16,87,13,15,82,0,51,51,2,2,4,3,6,6,6,5,2,4,3,4,4,5,2,5,4,4,3,3,"Republican","ControlW"
578,"R_1nN3RxYK9EFuHK7",58,0,6,3,2,4,5,5,4,8,5,78,54,75,53,57,74,60,63,2,5,5,5,5,6,6,6,6,4,5,3,2,2,3,3,3,2,2,2,1,"Republican","ControlW"
1231,"R_tMrEIpD9oSXyRxL",62,0,6,3,2,7,4,7,7,10,7,100,0,100,0,0,100,0,1,0,1,1,1,1,1,4,1,1,1,1,7,7,7,3,5,3,3,3,2,1,"Republican","ANXW"
1054,"R_U9fdZQEOGa79vep",52,1,6,3,2,7,7,7,6,10,7,100,0,100,0,10,100,75,75,20,1,2,2,4,1,4,4,2,1,1,1,1,2,5,4,3,2,3,1,1,"Republican","ControlW"
971,"R_25YZ87NDVMkD0XV",68,0,6,3,2,7,4,7,5,2,6,15,100,18,100,100,15,60,66,0,2,2,1,4,3,1,3,3,2,2,6,7,7,1,1,1,1,1,1,2,"Democrat","ANGW"
1113,"R_3Pb2ciap3330N1g",77,1,6,3,2,7,7,7,7,10,7,100,1,100,26,6,99,29,38,0,2,2,2,2,4,4,4,6,3,2,6,6,5,5,5,4,3,3,5,1,"Republican","HappyW"
574,"R_eP2f4xJWtautGEh",74,0,6,3,2,5,5,5,4,5,3,51,70,40,71,51,71,73,72,22,4,4,5,5,7,7,7,5,5,4,5,4,3,4,2,5,3,4,5,1,"Democrat","HappyW"
567,"R_1pnEeE6c7eKkJ9O",74,0,6,3,2,7,7,6,5,9,3,90,39,92,21,23,87,42,60,0,4,4,4,4,3,3,4,5,3,4,5,5,5,3,2,2,2,4,1,1,"Republican","ControlW"
778,"R_1o4Kv4iuPEuSkiz",62,1,6,3,2,7,2,7,7,10,7,100,25,100,0,0,91,71,21,0,6,6,6,6,4,6,5,6,2,6,7,6,5,1,1,1,1,5,1,1,"Republican","ANXW"
1120,"R_2AMSj5BOO0Ms16z",62,0,6,3,2,7,6,7,5,10,7,100,0,91,0,0,92,75,25,0,2,1,3,7,5,4,5,1,1,1,4,7,7,4,4,3,3,2,3,1,"Republican","ANGW"
918,"R_3K5VMf7P7CwAxep",55,1,6,3,2,6,3,4,2,5,3,30,80,9,60,60,60,30,90,0,4,4,5,3,7,7,7,4,3,5,5,4,2,3,1,2,1,1,2,1,"Democrat","ANXW"
610,"R_1qXxg9P7mOJ6m6M",59,0,6,3,2,7,6,7,6,5,6,19,100,12,100,100,20,53,57,0,5,5,5,5,4,4,4,3,3,4,5,5,5,1,1,1,1,1,1,5,"Democrat","HappyW"
1291,"R_3rTebpsbF1dUH40",67,1,6,3,2,3,4,4,2,6,4,53,56,49,60,49,81,66,64,0,5,4,5,4,5,6,5,6,4,5,3,5,4,4,2,2,1,3,2,2,"Democrat","ANXW"
511,"R_1oG8z3BOm0QE3H3",57,1,6,3,2,7,7,7,2,10,1,100,0,100,0,0,100,0,0,0,4,4,4,4,7,7,7,4,3,5,6,6,1,4,4,3,5,4,1,4,"Republican","ANGW"
781,"R_2S8P8dXEXuKl0zd",55,1,6,3,2,4,5,5,5,7,5,79,60,43,41,70,70,65,43,65,2,3,4,3,5,5,4,5,4,4,5,3,5,4,3,3,3,3,2,1,"Republican","ANXW"
289,"R_2QXniRuwdu1xGrd",27,1,6,5,2,7,6,7,6,5,7,87,94,85,100,92,85,98,79,85,6,7,5,4,7,6,7,7,5,5,7,6,6,4,2,5,3,3,5,1,"Democrat","ANGW"
577,"R_6s1AwyZWALC5HGN",36,1,6,3,2,5,5,5,5,5,4,70,75,69,66,68,75,76,62,76,4,5,5,5,5,4,4,5,4,5,4,4,5,3,4,3,3,4,4,1,"Republican","ControlW"
780,"R_3P4TAFX3trk7x3W",67,1,6,3,2,6,5,6,5,8,3,84,16,86,18,16,62,63,48,0,3,3,3,3,6,6,5,4,3,3,6,5,5,4,3,3,4,2,2,3,"Republican","ANGW"
1633,"R_29g1R65gryVaPs8",72,1,6,3,2,6,6,6,5,5,7,10,91,19,95,81,37,80,85,0,1,1,2,2,4,4,1,3,2,1,7,7,7,5,3,2,5,4,1,1,"Democrat","HappyW"
423,"R_1QcmS09Kc8ftXHL",74,1,6,3,2,6,6,7,5,9,4,92,14,90,21,18,94,49,41,5,2,2,2,1,2,3,2,5,2,4,6,6,6,3,3,3,3,2,3,1,"Republican","ANGW"
391,"R_28U3Z7ZLBz3ndWH",39,0,6,6,2,7,7,7,7,0,7,8,99,1,99,95,4,89,88,1,4,5,5,5,5,6,5,5,3,5,3,3,3,1,1,1,1,1,1,1,"Democrat","ControlW"
801,"R_1OuBVt6XgqwZZc7",47,1,6,3,2,6,6,7,7,8,7,23,82,36,75,39,73,36,62,37,2,2,6,4,6,7,5,5,6,4,4,6,4,3,3,3,2,4,2,1,"Democrat","HappyW"
572,"R_vBl1ni9j0SuCuqJ",70,0,6,4,2,7,7,7,4,10,7,100,8,100,8,7,100,0,41,0,5,5,5,5,4,4,4,4,4,4,4,5,3,4,5,3,4,4,2,3,"Republican","ANXW"
972,"R_qF04ZuuJeN9cosF",79,1,6,3,2,7,7,7,4,0,7,0,100,0,100,100,0,100,100,0,2,2,2,2,4,4,4,4,3,4,6,4,5,2,1,3,1,3,3,4,"Democrat","HappyW"
715,"R_2uDU5WJDDUyOVvd",72,1,6,3,2,7,7,7,7,10,1,100,41,100,43,0,100,29,0,0,3,3,4,3,5,6,5,4,3,5,5,5,4,4,4,3,3,4,2,3,"Republican","ANGW"
1777,"R_BxnMQn1SGM9rW13",39,1,6,3,2,7,7,7,7,4,4,9,100,9,92,90,12,92,100,0,1,1,1,4,4,6,3,1,1,1,6,5,6,3,3,3,3,4,1,1,"Democrat","HappyW"
644,"R_byDSeWoVqxI3xKN",61,1,6,3,2,7,6,7,7,10,6,93,0,82,0,0,100,0,56,0,1,1,1,1,1,3,1,1,2,1,7,7,7,1,2,5,5,4,3,1,"Republican","HappyW"
1150,"R_1jHT4QiMDjQF6Ii",80,1,6,3,2,7,5,7,4,10,6,85,50,95,50,40,90,62,45,18,5,5,5,6,5,4,5,6,2,5,3,4,2,4,3,2,3,5,2,3,"Republican","ControlW"
567,"R_1jJI4naYSv4Dp2C",66,1,6,3,2,6,6,6,6,8,6,84,2,70,1,1,83,41,16,12,2,1,2,2,4,2,3,2,1,1,7,7,5,4,2,3,5,2,3,1,"Republican","ControlW"
389,"R_3iW5oTaaLWIVcIk",69,0,6,3,2,6,6,6,6,10,5,66,18,80,2,20,73,28,17,33,2,1,1,1,4,4,4,2,1,1,7,7,6,4,4,3,3,2,2,2,"Republican","ControlW"
704,"R_2fy9lPqGEqngzeM",36,0,6,3,2,6,6,7,6,5,7,51,51,51,51,51,51,51,51,51,4,4,4,4,7,7,6,6,5,6,1,1,1,3,3,2,4,2,3,3,"Democrat","ControlW"
442,"R_1dzskSWo11894Hv",69,1,6,3,2,7,7,7,4,10,6,78,51,90,16,18,79,51,15,0,4,4,4,4,4,5,5,3,2,4,6,5,5,1,4,1,4,2,1,1,"Republican","HappyW"
599,"R_3p45mHkRfXIjiu2",61,1,6,3,2,6,5,6,5,9,4,68,27,64,27,28,71,62,39,0,4,4,4,4,6,6,5,4,3,4,4,4,5,1,1,1,3,1,1,2,"Republican","ANGW"
606,"R_Au4i8wSbI70izbr",61,1,5,3,2,6,6,6,2,5,5,76,27,84,32,42,32,22,59,0,3,3,4,4,4,4,4,4,3,4,5,4,4,4,2,1,2,2,1,1,"Republican","HappyW"
497,"R_2QuJHql2jmKjOOE",65,1,6,3,2,5,4,5,4,10,5,51,0,51,0,0,80,51,0,0,3,3,3,3,3,3,3,3,1,3,7,7,4,5,4,3,1,5,3,1,"Republican","ANXW"
439,"R_2s5Qb7mc5R2jj7K",78,1,6,3,2,7,7,7,6,10,7,96,11,97,1,9,100,4,4,4,2,1,3,2,1,1,1,2,1,1,7,7,7,2,4,1,4,5,1,2,"Republican","ANGW"
818,"R_31QUfDdKINmIQgL",78,1,6,3,2,7,6,7,5,7,4,30,100,0,100,96,55,84,61,0,2,2,2,2,3,6,2,2,2,1,6,6,6,4,2,3,5,3,1,3,"Democrat","HappyW"
1026,"R_UnYk0F8iLIaJaQF",62,1,6,3,2,5,5,5,3,5,5,83,0,84,0,0,1,32,0,0,3,3,5,4,5,5,5,3,3,3,3,3,3,1,2,1,2,1,1,1,"Republican","ANXW"
571,"R_24zRY7Egv24rpcw",79,1,6,3,2,7,6,6,4,5,6,40,80,40,90,50,50,80,50,0,5,5,5,5,6,6,6,5,4,4,3,4,4,2,1,2,1,1,1,2,"Democrat","ControlW"
609,"R_2AR0sIYjMp0B51J",70,0,6,3,2,7,6,7,6,10,7,100,20,100,20,50,100,50,20,0,5,5,5,5,4,4,4,5,3,5,3,5,5,1,1,1,1,1,1,2,"Republican","ANXW"
421,"R_2ahOQMshf8IzHOn",61,1,6,4,2,5,5,5,4,5,5,38,81,6,81,86,82,95,90,0,5,5,5,5,7,7,7,5,2,5,6,3,3,4,1,3,1,3,1,2,"Democrat","ANGW"
853,"R_1ImlVXPBiniwZBh",58,1,6,2,2,7,6,6,2,8,4,100,0,82,0,34,10,80,26,0,1,1,1,1,4,4,4,1,1,1,1,1,7,5,3,4,3,5,4,1,"Republican","ANXW"
555,"R_W0Syqt3tdu5UNgJ",62,1,6,3,2,7,4,6,1,5,4,95,60,99,40,39,82,45,49,0,3,3,4,4,5,5,6,4,2,3,5,5,4,1,1,2,1,1,1,1,"Republican","HappyW"
